კოდი,დასახელება,ფასი,ფოტო,Image_URL,Image_File,Status,Match_Title
279,AERO KLIMA FRESH ELMA 150 ML არომატიზატორი ვაშლი,10,,https://cdn.dsmcdn.com/ty188/product/media/images/20211005/17/140553573/254775392/2/2_org_zoom.jpg,279.jpg,FOUND,
280,AERO ALU. KLIMA FRESH LAVANTA 150 ML არომატიზატორი ლავანდა,10,,https://www.dvx.com.tr/Upload/Dosyalar/resim-png/aer1534-lavanta-150ml-41fb48d5-6125-4137-84b7-fb69c51ba9a3.png,280.jpg,FOUND,
281,AERO ALU. KLIMA FRESH COOL LIME 150 ML არომატიზატორი ცაცხვი,10,,https://www.eecustomcar.com/idea/pv/28/myassets/products/222/spark-mikrofiber-oto-kurulama-bezi-40x60-cm-20.png?revision=1736516903,281.jpg,FOUND,
282,DVX NANO GUMUS REFRES YOUR CAR 150 ML არომატიზატორი ანტიბაქტერიული,12,,https://www.autocher.com/image/cache/data/resimler/dvx-nano-gumus-ortam-hijyen-spreyi-parfumlu-150-ml-6028-1000x1000.jpg,282.jpg,FOUND,
283,AERO BENZIN YAKIT KATKISI 300 ML ბენზინის საწმენდი დანამატი,10,,https://cdn.myikas.com/images/d04c6fda-b3f5-428f-a437-947b875e46c7/705a5618-4671-4d95-8ea0-851167c1eba6/3840/benzin-enjektor-temizleyici.webp,283.jpg,FOUND,
284,საქონალო შამპუნი CARWASH V2 FIRCASIZ OTO YIKAMA URUNU 5KG SARI KOPUK,35,,https://cdn.cimri.io/image/1200x1200/divortex-car-wash-v2-5-kg-fircasiz-oto-yikama-kopugu_708987047.jpg,284.jpg,FOUND,
285,AERO DIZEL YAKIT  KATKISI 300 ML დიზელის საწმენდი დანამატი,10,,https://guneyoto.tr/14487-large_default/dizel-enjektor-temizleyici-yakit-katkisi-300ml.jpg,285.jpg,FOUND,
286,AERO YAG VE DUMAN KESICI 270 ML ზეთსა და კვამლს მცავი,0,,https://ideacdn.net/idea/kk/71/myassets/products/426/aero-yag-ve-duman-kesici-270-ml-4724.jpeg?revision=1726056068,286.jpg,FOUND,
287,საქონალო შამპუნი CARWASH V2 FIRCASIZ OTO YIKAMA URUNU 5KG YEISL KOPUK,35,,https://autocher.com/wp-content/uploads/2025/08/carwash-v2-fircasiz-oto-yikama-urunu-20-kg-7647-1.jpg,287.jpg,FOUND,
288,საქონალო შამპუნი CARWASH V2 FIRCASIZ OTO YIKAMA URUNU 1KG YESIL KOPUK,11,,https://autocher.com/wp-content/uploads/2025/08/carwash-v2-fircasiz-oto-yikama-urunu-20-kg-7647-1.jpg,288.jpg,FOUND,
289,VORTEX LASTIK PARLATICI 5KG საბურავის გასაბრწყინებელი,55,,https://ideacdn.net/idea/kk/71/myassets/products/243/vortex-lastik-parlatici-koruyucu-ve-siyahlastirici-5-kg-814.jpeg?revision=1747394415,289.jpg,FOUND,
290,საბურავის გასაბრწყინებელი VORTEX LASTIK PARLATICI 1KG,12,,https://ideacdn.net/idea/kk/71/myassets/products/243/vortex-lastik-parlatici-koruyucu-ve-siyahlastirici-5-kg-814.jpeg?revision=1747394415,290.jpg,FOUND,
291,DIVORTEX FREN BALATA TEMIZLEME SPREYI 500 MI სამუხრუჭე ბალდიშის საწმენდი სპრეი,2,,https://www.divortex.com.tr/Upload/Dosyalar/resim-jpg/-ab8d1107-d8ce-4dd3-b25f-33e8d6531287.jpg,291.jpg,FOUND,
292,DVX EKONOMIZER 400 ML ეკონომაიზერი,11,,https://www.dvx.com.tr/Upload/Dosyalar/resim-png/1000-0cbf0f8b-e046-4671-ba0d-66c807f699b3.png,292.jpg,FOUND,
293,სალონის საწმენდი შამპუნი FULL CLEAN MOTOR TEMIZLEYICI 1 KG,12,,https://cdn.dsmcdn.com/ty1550/product/media/images/ty1548/prod/QC/20240916/23/a20a54db-0e00-3629-aed7-60007ca34b92/1_org_zoom.jpg,293.jpg,FOUND,
294,AERO MOTOR ICI TEMIZLEME 300 ML მისუფავი,17,,https://cdn.myikas.com/images/277b8a27-d280-48ab-a58c-53c81b269740/1a2b1076-65ea-42c3-b11b-c16a1ad3c4eb/image_3840.webp,294.jpg,FOUND,
295,DVX KLIMA TEMIZLEME KOPUK SPREY 400 ML კონდიცირების საწმენდი სპრეი,0,,https://cdn.cimri.io/image/560x560/divortex-400-ml-klima-temizleme-kopuk-sprey_898120757.jpg,295.jpg,FOUND,
296,საქონალო შამპუნი CARWASH V6 ME-TE FIRCASIZ OTO YIKAMA URUNU 25 KG KOPUK,110,,https://cdn.cimri.io/image/560x560/divortex-car-wash-v6-25-kg-fircasiz-oto-yikama-kopugu_718000358.jpg,296.jpg,FOUND,
297,AERO GENIS ALAN KOKUSU SPREYLIMON 500 ML  ჰაერის არომატიზატორი,2,,https://www.dvx.com.tr/Upload/Dosyalar/resim-jpg/genis-alan-koku-giderici-limon-4039ed0b-5fbe-4f73-afa6-34310d2d4dfb.jpg,297.jpg,FOUND,
298,AERO GENIS ALAN KOKUSU ODOR GUARD 500 ML  ჰაერის არომატიზატორი,12,,https://ideacdn.net/idea/kk/71/myassets/products/326/aero-genis-alan-kokusu-odor-guard-500-ml-5763.jpeg?revision=1729783566,298.jpg,FOUND,
299,საბურავის გასაბრწყინებელი შამპუნი RED SHINE LASTIK PARLATICI 5KG,60,,https://autocher.com/wp-content/uploads/2025/07/divortex-red-shine-lastik-parlatici-1-lt-7292.jpg,299.jpg,FOUND,
300,DIVORTEX COK AMACLI BAKIM SPREYI 400 ML მრავალფუნქციური მოვლის სპრეი,10,,https://cdn.myikas.com/images/d6b05d26-b232-43f3-ba32-9e13615a197d/17609243-224c-403b-adfa-1820cf01908c/1080/resim-2025-10-31-134038051.jpg,300.jpg,FOUND,
301,ტორპედოს საწმენდი VORTEX TORPIDO BAKIM SUTU 5KG,60,,https://productimages.hepsiburada.net/s/2/424-600/9557874769970.jpg,301.jpg,FOUND,
302,DCX COK AMACLI BAKIM SPREYI DVX40 200 ML მრავალფუნქციური მოვლის სპრეი,0,,,,NOT FOUND,
303,არომატიზატორი BASIS CAR DEEP OCEAN OTO PARFUMU 5LT,40,,https://cdn.myikas.com/images/d6b05d26-b232-43f3-ba32-9e13615a197d/cde27148-83e5-42d8-a45d-dac852e69f1b/1080/resim-2025-11-01-003736597.jpg,303.jpg,FOUND,
304,DIVORTEX GUCLU POS SOKUMU VE ONLEYICI SPREY 400 ML მტრედმავი სპრეი,12,,https://ideacdn.net/idea/kk/71/myassets/products/987/divortex-guclu-pas-sokucu-ve-onleyici-sprey-400-ml-x-3-adet-3375.jpeg?revision=1707553796,304.jpg,FOUND,
305,DVX MOS2 GUCLI PAS SOKUCU VE ONLEYICI SPREY 200 ML ჟანგის საწმენდი სპრეი,8,,https://cdn.cimri.io/image/560x560/divortex-mos2-200-ml-guclu-pas-sokucu-ve-onleyici-sprey_783105638.jpg,305.jpg,FOUND,
306,AERO MDF KIT 200 ML + 50 GR წებოს მაერთიანი ნაკრები,10,,https://www.tugrahirdavat.com/uploads/urunler/hizli-yapistirici-200-ml-50-mdf-yapistirici-bybest-35279.webp,306.jpg,FOUND,
307,არომატიზატორი BASIS CAR COMFORT SPRING OTO PARFUMU 5LT,40,,https://www.mvsotomotiv.com.tr/wp-content/uploads/2018/10/sakiz-aromali-parfum.jpg,307.jpg,FOUND,
308,არომატიზატორი BASIS CAR MELON OTO PARFUMU 5LT,40,,https://www.divortex.com.tr/Upload/Dosyalar/resim-png/basismelon-2442494d-070b-45cd-b335-d8e42df37ec2.png,308.jpg,FOUND,
309,AERO BASKISIZ BUZ COZUCU SPREY 400 ML ყინულის ამხსნელი სპრეი,0.3,,https://autocher.com/wp-content/uploads/2025/08/dvx-guclu-buz-cozucu-aerosol-sprey-400-ml-7486.jpg,309.jpg,FOUND,
310,AERO EKRAN TEMIZLEME  SPREY 400 ML ეკრანის საწმენდი სპრეი,0,,https://ideacdn.net/idea/gl/54/myassets/products/432/brio-lastik-parlatici-sprey-400-ml-9138.jpg?revision=1738667789,310.jpg,FOUND,
311,AERO MOTOSIKLET ZINCER TEMIZLEME 500 ML ჯაჭვის გასაწმენდი,2.5,,https://cdn.dsmcdn.com/ty1688/prod/QC_PREP/20250602/16/d30d21f2-6e06-3533-a18a-e9c54eea4dfa/1_org_zoom.jpg,311.jpg,FOUND,
312,ძრავის საწმენდი შამპუნი FULL CLEAN MOTOR TEMIZLEYICI 1 KG,12,,https://cdn.dsmcdn.com/ty1550/product/media/images/ty1548/prod/QC/20240916/23/a20a54db-0e00-3629-aed7-60007ca34b92/1_org_zoom.jpg,312.jpg,FOUND,
313,ძრავის საწმენდი შამპუნი VORTEX  MOTOR TEMIZLEME 5KG S,55,,https://autocher.com/wp-content/uploads/2025/08/divortex-susuz-motor-temizleme-urunu-5-kg-7269.jpg,313.jpg,FOUND,
314,DIVORTEX YAGSIZ KONTAK TEMIZLEME SPREYI 400 ML უცხიმო კონტაქტის საწმენდი,10,,https://cdn03.ciceksepeti.com/cicek/kc762741-1/L/divortex-yagsiz-kontak-temizleme-spreyi-400-ml-kc762741-1-c528534435ba487e9ff0603ae597e527.jpg,314.jpg,FOUND,
315,DIVORTEX YAGSIZ KONTAK TEMIZLEME SPREYI 200 ML უცხიმო კონტაქტის საწმენდი,8,,https://autocher.com/wp-content/uploads/2025/08/divortex-yagli-kontak-temizleme-spreyi-200-ml-5520.jpg,315.jpg,FOUND,
316,AERO KONTAK TEMIZLEME 400 ML YAGLI კონტაქტის საწმენდი ცხიმი,10,,https://calstore.com.tr/wp-content/uploads/2025/03/kontak-temizleme-yagli.jpg,316.jpg,FOUND,
317,საქონალო შამპუნი CARWASH V2 FIRCASIZ OTO YIKAMA URUNU 25KG YESIL KOPUK,90,,https://autocher.com/wp-content/uploads/2025/08/carwash-v2-fircasiz-oto-yikama-urunu-20-kg-7647-1.jpg,317.jpg,FOUND,
318,UNTD.COL.OF DVX ACTV.FOAM CARW SHM.GREEN 20 LT ცხელი საქონალო ქაფი მწვანე,90,,https://www.megateksa.com/media/catalog/product/cache/f479fffe34b916c2b3283e2d283a0c1e/6/0/606445_1.jpg,318.jpg,FOUND,
319,UNTD.COL.OF DVX ACTV.FOAM CARW SHM.RED 20 LT ცხელი საქონალო ქაფი წითელი,90,,https://m.media-amazon.com/images/I/71zXeze1NIL._AC_.jpg,319.jpg,FOUND,
320,პლასტიკის ჩურჩელი 500 ML FISFIS VE SISE,2,,https://n11scdn.akamaized.net/a1/1024/11/59/72/19/IMG-8755845940724401334.jpg,320.jpg,FOUND,
321,DIVORTEX YAGLI KONTAK TEMIZLEME SPREYI 200 ML მანქანის ელექტრო კონტაქტის საწმენდი,8,,https://autocher.com/wp-content/uploads/2025/08/divortex-yagli-kontak-temizleme-spreyi-200-ml-5520.jpg,321.jpg,FOUND,
322,სალონის არომატიზატორი FELICE MESE 150ML OTO PARFUMU,22,,https://autocher.com/wp-content/uploads/2025/08/divortex-felice-mese-oto-ve-ortam-parfumu-150-ml-5968.jpg,322.jpg,FOUND,
323,სალონის არომატიზატორი FELICE BELLA 150ML OTO PARFUMU,3,,https://www.divortex.com.tr/Upload/Dosyalar/resim-png/felice-bella-1c85190d-ed72-406f-8a30-124f5ac5190c.png,323.jpg,FOUND,
324,საბურავის საწმენდი DIVORTEX 200ML LASTIK PARLATICI,2,,https://www.mvsotomotiv.com.tr/wp-content/uploads/2018/10/divortex-red-shine-lastik-parlatici-1.jpg,324.jpg,FOUND,
325,დისკის საწმენდი შამპუნი WLS JANT TEMIZLEME 200ML,3,,https://cdn.dsmcdn.com/ty1170/product/media/images/prod/SPM/PIM/20240214/15/26687ff0-4c1c-370e-a068-8af3ccaacd5c/1_org_zoom.jpg,325.jpg,FOUND,
326,AERO KARBURATOR TEMIZLEME SPREY 500 ML საწმენდი სპრეი,2,,https://cdn.dsmcdn.com/ty1013/product/media/images/prod/SPM/PIM/20231012/17/7bce4ef6-88f1-3977-8142-3391ba66aae4/1_org_zoom.jpg,326.jpg,FOUND,
327,AERO ENJEKTOR TEMIZLEME SPREY 500 ML ენჟექტორის გასაწმენდი,0,,https://cdn.myikas.com/images/689cb084-f8ee-40f3-927c-bc1b578c3f05/8d1fa7b5-f2df-4243-85e2-ab64cbf31d01/3840/2.webp,327.jpg,FOUND,
328,AERO MOTOR TEMIZLEME SPREY 500 ML ძრავის საწმენდი სპრეი,10,,https://www.falkon-autokit.com/wp-content/uploads/2024/01/FA2-1254.jpg,328.jpg,FOUND,
329,საწმენდი ტილო DVX MIKROFIBER BEZ 50*70,15,,https://ideacdn.net/idea/kk/71/myassets/products/085/microfiber-bez-50x70-premium-3758.jpeg?revision=1726062839,329.jpg,FOUND,
330,საწმენდი ტილო GUDERI BEZ 50X70,25,,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240629/17/87894c38-488b-3d19-995a-99e3e33ad441/1_org_zoom.jpg,330.jpg,FOUND,
331,ხელის ინსტრუმენტი GAV AT 285 1P HAVALI SOMUN SOKME,790,,,,NOT FOUND,
332,გრესის ფისტოლი HAVALI MAZOT TABANCASI 500 GR,45,,https://yazanonline.com/500-cc-havali-gres-tabancasi-hava-ekipmanlari-cmc-1847-18-O.jpg,332.jpg,FOUND,
333,ტუმბოს ფაიფური GRES POMPA UCU 4 TIRNAK,5,,https://cdn.dsmcdn.com/mnresize/1200/1800/ty1502/product/media/images/prod/QC/20240824/21/5325f7c1-e7b3-3853-8d52-c538690d2366/1_org_zoom.jpg,333.jpg,FOUND,
334,საბურავის ლასჩემო-ჩასაჩემო მანქანის ფაიფური LASTIK SOKME TAKMA AYAGI,200,,https://cdn.dsmcdn.com/ty1674/prod/QC/20250508/17/5e1cdca0-a8c1-3b83-bebf-c336a292ed77/1_org_zoom.jpg,334.jpg,FOUND,
335,ადაპტერი ჩემპიონის ანასწერთათვის 3/4 TEN 1/2 YE HAVALI LOKMA ADAPTORU,40,,https://www.hakantorna.com.tr/wp-content/uploads/2024/09/022-RC4095.jpg,335.jpg,FOUND,
336,საბურავის შესაცვლელი უტოს რეზისტორი UTU REZISTANSI,17,,https://www.toptanelektrikmalzemeleri.com.tr/Resimler/Urunler/800W_SILTER_DOKUM_UTU_REZISTANSI1_980.jpg,336.jpg,FOUND,
337,კარდიო ჩემპიონი 14*1.50*28 FORD SOMUN,4,,https://jantcity.com/wp-content/uploads/2023/04/fd65592f-0f73-437c-87c7-ed84191d7f40.jpg,337.jpg,FOUND,
338,ჰერის ფისტოლი HAVA VURMA TABANCASI,20,,https://www.teknikmarketiniz.com/class/INNOVAEditor/assets/evveyasam/digerleri/manometreli-lastik-sisirme-tabancasi-genlesme-tanki-vb-icin-siboplu-hava-basmakontrol-tabancasi-fiyati.jpg,338.jpg,FOUND,
339,ჩემპიონის ანასწერი 29MM 1 P HAVALI LOKMA,44,,https://cdn03.ciceksepeti.com/cicek/kcm64344467-1/L/10-parca-12-derin-havali-lokma-seti-6-kose-havali-lokma-kcm64344467-1-adbbf014c4a941ec8abf6c3b0110d746.jpg,339.jpg,FOUND,
340,ინსტრუმენტის ფაიფური KAFES KAPAGI (HAVALI SOMUN SOKME ICIN),120,,https://cdn.cimri.io/image/560x560/retta-rfd5250-1-inc-havali-somun-sokme_953485789.jpg,340.jpg,FOUND,
341,კარდიო METAL SUBAP KAPAGI,0.25,,https://n11scdn.akamaized.net/a1/602_857/02/99/86/00/IMG-8786918123200504500.jpg,341.jpg,FOUND,
342,ჰაერის ვარვარა HAVA SAATI ICIN YEDEK HORTUM LUFT,10,,https://ayvazotomotiv.com/wp-content/uploads/2024/02/Lastik-hava-saati-dbtg04.webp,342.jpg,FOUND,
343,საბურავის ლატკა ჩემპიონი MBT 2 RADYAL YAMA CHAMPION,3,,https://cdn.dsmcdn.com/ty1412/product/media/images/prod/QC/20240710/15/5507b0f5-b473-36b9-9b32-76353185e951/1_org_zoom.jpg,343.jpg,FOUND,
344,დომკრატი 2 TON 360 DONERLI KRIKO,350,,https://dhtelaletleri.com.tr/wp-content/uploads/2018/04/D12002302-2-TON-360DONERLI-DUSUK-PROFIL-GARAJ-KRIKO-600x600.jpg,344.jpg,FOUND,
345,ხელის ავტომატური ინსტრუმენტი 1/2 HAVALI SOMUN SOKME OSC 5112 OSACAR,350,,https://n11scdn.akamaized.net/a1/602_857/13/23/29/02/IMG-3406409865886173338.jpg,345.jpg,FOUND,
346,კომპრესორის ფიტინგი 1/4 DISI KAPLIN UC,3,,https://www.hakantorna.com.tr/wp-content/uploads/2024/09/rico-022-rc3023-14-hava-hortum-stoper-disi-uc-kaplin-32-mm-kcm73623141-1-4a12a200d99a4449ab44f1cc7bee07d0.jpg,346.jpg,FOUND,
347,საბურავის ფიტილი 20 CM LASTIK TAMIRI FITILI USA RENKLI,0.6,,https://cdn.dsmcdn.com/ty1726/prod/QC_PREP/20250817/15/88521290-f325-33a0-b086-38003b044132/1_org_zoom.jpg,347.jpg,FOUND,
348,საბურავის ბალანსირების მანქანა BALANS MAKINASI SIRION PRO EKO MESSMATIC,7500,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1064067535758366,348.jpg,FOUND,
349,საბურავის ლასჩემო-მონტაჟი მანქანა ZANINI PLUS,9850,,https://s.makinaturkiye.com/Product/242506/thumbs/new_line_zanini_10_24_plus-182-900x675.jpg,349.jpg,FOUND,
350,საბურავის ლასჩემო-მონტაჟი მანქანა ATEK BRAVA,6400,,https://lasmix.com/wp-content/uploads/2024/09/brava-maxi-scaled-1.jpg,350.jpg,FOUND,
351,1 MT HIDROLIK KILITLI LIFT ჰიდრავლიკური 380W,6000,,https://www.grayzer.net/idea/iu/79/myassets/products/858/grayzer-2-metre-makasli-hidrolik-lift-havali-kilitli-2265.jpeg?revision=1752312580,351.jpg,FOUND,
352,საღამოს კომპლექტი დომკრატი,300,,https://cdn.myikas.com/images/ea1deae6-94cd-44aa-8a7d-89e368d8bba0/64e706f3-df1d-4e99-a79c-2ddca58131db/1080/1-3.jpg,352.jpg,FOUND,
353,რეზინის შლანგი R1 HIDROLIK YIKAMA HORTUM 15 MT,200,,https://cdn.dsmcdn.com/ty1752/prod/QC_ENRICHMENT/20250911/08/34bf8a5c-3107-31f0-80c8-6136e73ffa37/1_org_zoom.jpg,353.jpg,FOUND,
354,ბალანსირების მანქანა BALANS MAKINASI 2351 UNITROL,8000,,https://www.ikinciellift.com/upload/urun/b/f0443d240a4e3cb512e9911d6534370f.JPG,354.jpg,FOUND,
355,ჰაერის კომპრესორი 22 300 HAVA KOMPRESORU,8000,,https://ideacdn.net/idea/ki/84/myassets/products/361/whatsapp-gorsel-2024-01-31-saat-13-03-29-e0ec2981-jpg.jpeg?revision=1706696876,355.jpg,FOUND,
356,კარდიოს ტომარა საბურავის SOKLAMA TUPU,300,,https://s.makinaturkiye.com/Product/202874/thumbs/26_litre_lastik_soklama_tupu-548-400x300.jpg,356.jpg,FOUND,
357,საბურავის ლატკა PRO 40.5 CIVI DELIGI YAMASI,0.8,,https://www.canotom.com.tr/idea/cd/75/myassets/products/671/gut00.png?revision=1754901184,357.jpg,FOUND,
358,საბურავის ლატკა PRO 3 CIVI DELIGI YAMASI,0.35,,http://www.croyal.com.tr/uploads/croyalcomtr/pages_photo/c_royal_lastik_Urunleri_1645390975.jpg,358.jpg,FOUND,
359,ტყვიის წონერი 200GR KAMYON BALANS AGIRLIGI,7.5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,359.jpg,FOUND,
360,საბურავის ლასჩემო-მონტაჟი ATEK ZANINI 99 01 SOKME TAKMA MAKINASI,10170,,https://s.makinaturkiye.com/Product/242495/thumbs/atek_allegro_eco_14_28_lastik_sokme_takma_makinesi-58-900x675.jpg,360.jpg,FOUND,
361,ტყვიის წონერი 50GR KAMYON BALANS AGIRLIGI,4.5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,361.jpg,FOUND,
362,75GR KAMYON BALANS AGIRLIGI ტყვიის წონერი,5.5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,362.jpg,FOUND,
363,ტყვიის წონერი 100GR KAMYON BALANS AGIRLIGI,6.5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,363.jpg,FOUND,
364,ტყვიის წონერი 150GR KAMYON BALANS AGIRLIGI,7.5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,364.jpg,FOUND,
365,ტყვიის წონერი 200GR KAMYON BALANS AGIRLIGI,8,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,365.jpg,FOUND,
366,კონდიცირების მარეგულირებელი 1/2 SARTLANDIRICI SAPPOWER,250,,https://www.hakantorna.com.tr/wp-content/uploads/2024/09/TG-1.jpg,366.jpg,FOUND,
367,დომკრატი 40-25 TON HPM KRIKO,2500,,https://ideacdn.net/idea/cd/75/myassets/products/120/tms1604020.png?revision=1739178964,367.jpg,FOUND,
368,ჩემპიონის ანასწერი 30MM 1P HAVALI LOKMA,50,,https://www.elektromarketim.com/ceta-form-c74-h30-3-4-inc-6-kose-30mm-derin-havali-lokma-anahtar-havali-kose-lokma-anahtarlar-cetaform-394495-35-B.jpg,368.jpg,FOUND,
369,საბურავის ლასჩემო-მონტაჟი მანქანა 6500 MOBIL ALLEGRO TYRE CHANGER,27000,,https://ideacdn.net/idea/cd/75/myassets/products/623/bsmobilallegro6500.png?revision=1697143329,369.jpg,FOUND,
370,ჰაერის კომპრესორი 3000LT HAVA KOMPRESOR,0.5,,https://cdn.dsmcdn.com/mnresize/620/920/ty1608/prod/QC/20241201/23/07e61067-dc17-3f19-ab7a-776ee0deed0c/1_org_zoom.jpg,370.jpg,FOUND,
371,საბურავი 5.00-8 TOKAI HT (DOLGU-SEGMENLI),280,,https://www.tama.com.tr/resimler/623/277-1759811425.jpg,371.jpg,FOUND,
372,საბურავი 6.50-10 TOKAI HT (DOLGU-SEGMENLI),495,,https://cdn.myikas.com/images/83768787-aa5e-4a06-972a-f14759704df0/9e8dc358-71c7-4760-ae61-c581b6b73476/3840/dolgu-lastik-1.webp,372.jpg,FOUND,
373,საბურავის ლასჩემო-მონტაჟი LASTIK SOKME TAKMA MAKINASI 2019,4100,,https://cdn.dsmcdn.com/ty496/product/media/images/20220803/2/153893651/534391745/2/2_org_zoom.jpg,373.jpg,FOUND,
374,პლასტიკის შლანგი 5x8 mm HAVA HORTUMU 7.5 M,33,,https://www.neeksik.com/uploads/product/luft-werkzeuge-jakli-kompresor-hava-hortumu-5x8-mm-75-metre-1665671235.jpg,374.jpg,FOUND,
375,რეზინის შლანგი MAKARALI HORTUM 20 MT SAPPOWER,450,,https://cdn.dsmcdn.com/ty1668/prod/QC/20250427/15/fcb6d7df-c137-36e8-9e7a-0692d22da1c6/1_org_zoom.jpg,375.jpg,FOUND,
376,მანომეტრი BASINC SARTEL KOMPASOR ICIN,120,,https://n11scdn.akamaized.net/a1/602_857/13/68/87/57/IMG-7345773179877682795.jpg,376.jpg,FOUND,
377,საბურავის ბალანსირების მანქანა KAMYON LASTIK BALANS MAKINASI,11600,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-69bbc.jpg,377.jpg,FOUND,
378,ტყვიის წონერი 250GR,8.5,,https://www.rotarypunch.com.tr/image/cache/data/lba/lastik-800x500.jpg,378.jpg,FOUND,
379,ტყვიის წონერი 300GR,6,,https://ayvazotomotiv.com/wp-content/uploads/2023/03/lastik-balans-makinesi-g66-1.webp,379.jpg,FOUND,
380,ტყვიის წონერი 250 gr kamyon yapistirma balans agir,6,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,380.jpg,FOUND,
381,დისკის გასწორების მანქანა 78D 00 ROLLER MAXI RIM PRESS MACHINE,11400,,https://aes.ro/wp-content/uploads/2023/08/AES-Tools-1-49.png,381.jpg,FOUND,
382,ხელის ავტომატური ინსტრუმენტი GAV 9981 1P HAVALI SOMUN,1300,,https://cdn.akakce.com/gav/gav-at-9981k-1-z.jpg,382.jpg,FOUND,
383,საბრუნი დისკის სამუხრუჭე ბრჩხილის DISK TORNA,14000,,https://image.made-in-china.com/2f0j00SrGcmIRlafuk/Brake-Disc-Lathe.jpg,383.jpg,FOUND,
384,დომკრატი 4TS-COLUMN TWO POST LIFT,1453.85,,https://challengerlifts.com/wp-content/uploads/2023/03/LE12-standard-2-post-with-red-F250-1024x576.png,384.jpg,FOUND,
385,DIS SALTIK KAYNAK UTUSU საბურავის შესაუტო,3200,,https://s.makinaturkiye.com/Product/210929/thumbs/termostatli_c_lastik_sicak_yama_lastik_kaynak_makinesi-258-900x675.jpg,385.jpg,FOUND,
386,SABIT BALANS MAKINASI U 520 საბურავის ბალანსირების მანქანა,6000,,https://pumalas.com.tr/images/Urunler/5571cf71-4bf6-4968-a7db-1c5f876995f7nub520-tr36.jpg,386.jpg,FOUND,
387,TYRE CHANGER საბურავის ლასჩემო მანქანა,11500,,https://m.media-amazon.com/images/I/711rs7QSgkL._AC_.jpg,387.jpg,FOUND,
388,150 GR KAMYON YAPISTIRMA KURSUN,6,,https://www.kamyonlastigi.com/wp-content/uploads/2023/09/ikinci-el-lastikler.jpg,388.jpg,FOUND,
389,LASTIK YANAK ACMA MAKINASI საბურავის ხსნის მანქანა,1500,,https://i.ytimg.com/vi/QNbrnD6YOWI/maxresdefault.jpg,389.jpg,FOUND,
390,ჰაერის კომპრესორი 300 LT HAVA KOMPRESORU ALTERNATORLU,16000,,https://ideacdn.net/idea/ki/84/myassets/products/361/whatsapp-gorsel-2024-01-31-saat-13-03-29-e0ec2981-jpg.jpeg?revision=1706696876,390.jpg,FOUND,
391,50 GR KAMYON YAPISTIRMA ტყვიის წონერი,4.5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,391.jpg,FOUND,
392,75 GR KAMYON YAPISTIRMA ტყვიის წონერი,5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,392.jpg,FOUND,
393,100 GR KAMYON YAPISTIRMA ტყვიის წონერი,6,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,393.jpg,FOUND,
394,150 GR KAMYON YAPISTIRMA ტყვიის წონერი,6.5,,https://www.teknolas.com.tr/upload/urunler/sirion-pro-kamyon-otobus-lastik-balans-mak-ef55a.jpg,394.jpg,FOUND,
395,AERO EGR TEMIZLEME SPREY 500 ML EGR საწმენდი სპრეი,10,,https://cdn.myikas.com/images/277b8a27-d280-48ab-a58c-53c81b269740/9bdc1c36-1c48-4bcb-837f-4bc95e510a2a/image_3840.webp,395.jpg,FOUND,
396,AERO PARTIKUL FILTRE TEMIZLEME SPREY 500 ML ფილტრის საწმენდი სპრეი,10,,https://cdn.dsmcdn.com/ty1445/product/media/images/prod/QC/20240727/00/05a8aaf9-1670-3c7f-8752-a5b3fccc0119/1_org_zoom.jpg,396.jpg,FOUND,
397,DVX PASLAMAZ BAKIM TEMIZLEME SPIEYI 400 ML უჟანგავი მოვლის სპრეი,10,,https://www.antpautocher.com/idea/kk/71/myassets/products/434/dvx-paslanmaz-bakim-temizleme-spreyi-400-ml-1524.jpeg?revision=1745058147,397.jpg,FOUND,
